work_order_id,product_sku,factory_id,planned_quantity,completed_quantity,start_date,end_date,status,priority
WO-2025-000892,FG-AUTOSYS-036,FAC-EU-01,50,50,2025-09-06,2025-09-17,COMPLETED,HIGH
WO-2025-000893,FG-AUTOSYS-068,FAC-APAC-01,100,100,2025-07-03,2025-07-06,COMPLETED,CRITICAL
WO-2025-000894,FG-AUTOSYS-092,FAC-EU-01,500,500,2025-06-02,2025-06-11,COMPLETED,CRITICAL
WO-2025-000895,FG-AUTOSYS-063,FAC-MX-01,250,250,2026-03-16,2026-03-28,COMPLETED,CRITICAL
WO-2025-000896,FG-AUTOSYS-014,FAC-MX-01,50,50,2025-09-27,2025-10-11,COMPLETED,STANDARD
WO-2025-000897,FG-AUTOSYS-056,FAC-EU-01,100,100,2026-03-31,2026-04-08,COMPLETED,HIGH
WO-2025-000898,FG-AUTOSYS-097,FAC-US-01,250,250,2025-05-08,2025-05-15,COMPLETED,HIGH
WO-2025-000899,FG-AUTOSYS-044,FAC-US-01,1000,0,2026-05-23,2026-05-28,PLANNED,CRITICAL
WO-2025-000900,FG-AUTOSYS-070,FAC-EU-01,100,0,2026-05-31,2026-06-14,PLANNED,CRITICAL
WO-2025-000901,FG-AUTOSYS-075,FAC-MX-01,250,250,2025-04-14,2025-04-27,COMPLETED,STANDARD
WO-2025-000902,FG-AUTOSYS-085,FAC-APAC-01,50,50,2025-10-01,2025-10-15,COMPLETED,HIGH
WO-2025-000903,FG-AUTOSYS-047,FAC-APAC-01,500,500,2025-07-12,2025-07-21,COMPLETED,HIGH
WO-2025-000904,FG-AUTOSYS-061,FAC-APAC-01,50,50,2025-07-27,2025-08-05,COMPLETED,STANDARD
WO-2025-000905,FG-AUTOSYS-025,FAC-MX-01,500,500,2026-04-04,2026-04-10,COMPLETED,STANDARD
WO-2025-000906,FG-AUTOSYS-079,FAC-US-01,50,50,2026-04-07,2026-04-12,COMPLETED,HIGH
WO-2025-000907,FG-AUTOSYS-032,FAC-EU-01,1000,0,2026-04-16,2026-04-25,PLANNED,CRITICAL
WO-2025-000908,FG-AUTOSYS-060,FAC-MX-01,50,50,2025-06-12,2025-06-25,COMPLETED,CRITICAL
WO-2025-000909,FG-AUTOSYS-060,FAC-EU-01,1000,1000,2025-05-06,2025-05-10,COMPLETED,CRITICAL
WO-2025-000910,FG-AUTOSYS-028,FAC-MX-01,1000,1000,2025-12-15,2025-12-29,COMPLETED,STANDARD
WO-2025-000911,FG-AUTOSYS-002,FAC-MX-01,100,100,2026-02-26,2026-03-12,COMPLETED,CRITICAL
WO-2025-000912,FG-AUTOSYS-084,FAC-APAC-01,500,500,2025-04-13,2025-04-20,COMPLETED,CRITICAL
WO-2025-000913,FG-AUTOSYS-069,FAC-MX-01,100,100,2026-01-10,2026-01-18,COMPLETED,HIGH
WO-2025-000914,FG-AUTOSYS-010,FAC-US-01,50,50,2025-04-26,2025-05-02,COMPLETED,CRITICAL
WO-2025-000915,FG-AUTOSYS-027,FAC-EU-01,50,50,2025-07-01,2025-07-09,COMPLETED,CRITICAL
WO-2025-000916,FG-AUTOSYS-027,FAC-MX-01,100,100,2025-11-05,2025-11-12,COMPLETED,CRITICAL
WO-2025-000917,FG-AUTOSYS-058,FAC-MX-01,50,50,2025-08-24,2025-09-03,COMPLETED,HIGH
WO-2025-000918,FG-AUTOSYS-016,FAC-EU-01,500,0,2026-05-07,2026-05-21,PLANNED,STANDARD
WO-2025-000919,FG-AUTOSYS-011,FAC-EU-01,500,500,2025-05-05,2025-05-08,COMPLETED,CRITICAL
WO-2025-000920,FG-AUTOSYS-071,FAC-APAC-01,1000,1000,2025-01-25,2025-01-29,COMPLETED,CRITICAL
WO-2025-000921,FG-AUTOSYS-056,FAC-EU-01,100,100,2026-02-23,2026-03-07,COMPLETED,HIGH
WO-2025-000922,FG-AUTOSYS-019,FAC-APAC-01,50,0,2026-05-15,2026-05-27,PLANNED,HIGH
WO-2025-000923,FG-AUTOSYS-044,FAC-US-01,100,100,2025-05-25,2025-06-03,COMPLETED,STANDARD
WO-2025-000924,FG-AUTOSYS-067,FAC-APAC-01,250,0,2026-05-02,2026-05-11,PLANNED,STANDARD
WO-2025-000925,FG-AUTOSYS-023,FAC-EU-01,100,100,2026-03-28,2026-04-03,COMPLETED,HIGH
WO-2025-000926,FG-AUTOSYS-063,FAC-APAC-01,250,250,2025-05-08,2025-05-15,COMPLETED,STANDARD
WO-2025-000927,FG-AUTOSYS-067,FAC-US-01,1000,1000,2025-08-13,2025-08-19,COMPLETED,CRITICAL
WO-2025-000928,FG-AUTOSYS-031,FAC-US-01,100,0,2026-05-07,2026-05-14,PLANNED,CRITICAL
WO-2025-000929,FG-AUTOSYS-089,FAC-US-01,100,100,2025-06-10,2025-06-22,COMPLETED,CRITICAL
WO-2025-000930,FG-AUTOSYS-010,FAC-US-01,500,500,2025-08-15,2025-08-23,COMPLETED,HIGH
WO-2025-000931,FG-AUTOSYS-041,FAC-US-01,1000,1000,2025-04-21,2025-05-03,COMPLETED,HIGH
WO-2025-000932,FG-AUTOSYS-086,FAC-US-01,250,250,2026-01-15,2026-01-18,COMPLETED,CRITICAL
WO-2025-000933,FG-AUTOSYS-078,FAC-MX-01,250,250,2025-06-01,2025-06-05,COMPLETED,CRITICAL
WO-2025-000934,FG-AUTOSYS-054,FAC-EU-01,100,100,2025-02-21,2025-03-06,COMPLETED,CRITICAL
WO-2025-000935,FG-AUTOSYS-063,FAC-US-01,1000,1000,2026-03-14,2026-03-26,COMPLETED,CRITICAL
WO-2025-000936,FG-AUTOSYS-099,FAC-EU-01,50,50,2025-02-21,2025-02-25,COMPLETED,CRITICAL
WO-2025-000937,FG-AUTOSYS-047,FAC-US-01,1000,1000,2025-07-09,2025-07-17,COMPLETED,CRITICAL
WO-2025-000938,FG-AUTOSYS-074,FAC-EU-01,100,0,2026-05-09,2026-05-16,PLANNED,STANDARD
WO-2025-000939,FG-AUTOSYS-097,FAC-APAC-01,500,500,2025-09-16,2025-09-28,COMPLETED,HIGH
WO-2025-000940,FG-AUTOSYS-002,FAC-MX-01,500,500,2025-12-17,2025-12-30,COMPLETED,HIGH
WO-2025-000941,FG-AUTOSYS-022,FAC-MX-01,250,0,2026-05-06,2026-05-18,PLANNED,HIGH
WO-2025-000942,FG-AUTOSYS-024,FAC-APAC-01,50,50,2025-08-24,2025-08-27,COMPLETED,STANDARD
WO-2025-000943,FG-AUTOSYS-004,FAC-EU-01,50,50,2025-04-15,2025-04-19,COMPLETED,CRITICAL
WO-2025-000944,FG-AUTOSYS-089,FAC-MX-01,100,100,2025-12-10,2025-12-13,COMPLETED,CRITICAL
WO-2025-000945,FG-AUTOSYS-009,FAC-US-01,500,500,2025-11-18,2025-11-25,COMPLETED,HIGH
WO-2025-000946,FG-AUTOSYS-079,FAC-APAC-01,50,50,2025-12-05,2025-12-08,COMPLETED,HIGH
WO-2025-000947,FG-AUTOSYS-044,FAC-MX-01,100,100,2025-05-26,2025-05-29,COMPLETED,HIGH
WO-2025-000948,FG-AUTOSYS-059,FAC-MX-01,500,500,2025-08-31,2025-09-12,COMPLETED,HIGH
WO-2025-000949,FG-AUTOSYS-005,FAC-US-01,250,0,2026-05-30,2026-06-04,BLOCKED_SHORTAGE,STANDARD
WO-2025-000950,FG-AUTOSYS-066,FAC-US-01,500,500,2025-03-17,2025-03-28,COMPLETED,STANDARD
WO-2025-000951,FG-AUTOSYS-005,FAC-MX-01,1000,1000,2026-02-03,2026-02-16,COMPLETED,HIGH
WO-2025-000952,FG-AUTOSYS-094,FAC-EU-01,1000,1000,2025-05-31,2025-06-05,COMPLETED,HIGH
WO-2025-000953,FG-AUTOSYS-079,FAC-EU-01,100,100,2025-06-07,2025-06-17,COMPLETED,STANDARD
WO-2025-000954,FG-AUTOSYS-096,FAC-APAC-01,50,0,2026-05-05,2026-05-18,PLANNED,STANDARD
WO-2025-000955,FG-AUTOSYS-035,FAC-US-01,500,500,2025-02-27,2025-03-11,COMPLETED,STANDARD
WO-2025-000956,FG-AUTOSYS-040,FAC-EU-01,50,50,2026-01-24,2026-01-29,COMPLETED,STANDARD
WO-2025-000957,FG-AUTOSYS-066,FAC-US-01,50,50,2025-08-21,2025-08-31,COMPLETED,CRITICAL
WO-2025-000958,FG-AUTOSYS-045,FAC-EU-01,100,100,2025-12-20,2025-12-23,COMPLETED,STANDARD
WO-2025-000959,FG-AUTOSYS-044,FAC-EU-01,1000,1000,2025-06-08,2025-06-19,COMPLETED,STANDARD
WO-2025-000960,FG-AUTOSYS-097,FAC-MX-01,100,100,2026-01-16,2026-01-24,COMPLETED,STANDARD
WO-2025-000961,FG-AUTOSYS-069,FAC-MX-01,500,500,2025-03-25,2025-04-01,COMPLETED,HIGH
WO-2025-000962,FG-AUTOSYS-074,FAC-MX-01,500,0,2026-04-18,2026-04-23,PLANNED,STANDARD
WO-2025-000963,FG-AUTOSYS-059,FAC-EU-01,250,0,2026-05-03,2026-05-10,PLANNED,CRITICAL
WO-2025-000964,FG-AUTOSYS-033,FAC-APAC-01,500,500,2025-12-05,2025-12-12,COMPLETED,STANDARD
WO-2025-000965,FG-AUTOSYS-034,FAC-US-01,50,50,2025-12-24,2026-01-03,COMPLETED,STANDARD
WO-2025-000966,FG-AUTOSYS-077,FAC-US-01,500,0,2026-05-20,2026-06-01,BLOCKED_SHORTAGE,STANDARD
WO-2025-000967,FG-AUTOSYS-057,FAC-APAC-01,1000,1000,2025-05-07,2025-05-13,COMPLETED,HIGH
WO-2025-000968,FG-AUTOSYS-083,FAC-EU-01,250,250,2026-02-01,2026-02-04,COMPLETED,CRITICAL
WO-2025-000969,FG-AUTOSYS-018,FAC-APAC-01,50,50,2025-12-22,2026-01-04,COMPLETED,HIGH
WO-2025-000970,FG-AUTOSYS-080,FAC-MX-01,500,500,2025-05-23,2025-06-05,COMPLETED,HIGH
WO-2025-000971,FG-AUTOSYS-060,FAC-EU-01,250,250,2025-08-14,2025-08-26,COMPLETED,STANDARD
WO-2025-000972,FG-AUTOSYS-028,FAC-US-01,500,500,2025-07-20,2025-08-02,COMPLETED,HIGH
WO-2025-000973,FG-AUTOSYS-021,FAC-APAC-01,500,500,2025-02-13,2025-02-21,COMPLETED,CRITICAL
WO-2025-000974,FG-AUTOSYS-093,FAC-US-01,1000,1000,2025-09-21,2025-10-02,COMPLETED,STANDARD
WO-2025-000975,FG-AUTOSYS-008,FAC-APAC-01,50,50,2025-01-29,2025-02-05,COMPLETED,CRITICAL
WO-2025-000976,FG-AUTOSYS-096,FAC-EU-01,1000,1000,2025-07-17,2025-07-26,COMPLETED,HIGH
WO-2025-000977,FG-AUTOSYS-021,FAC-US-01,50,50,2026-03-02,2026-03-14,COMPLETED,STANDARD
WO-2025-000978,FG-AUTOSYS-088,FAC-US-01,50,50,2026-01-21,2026-02-01,COMPLETED,STANDARD
WO-2025-000979,FG-AUTOSYS-069,FAC-US-01,250,250,2025-04-17,2025-04-23,COMPLETED,HIGH
WO-2025-000980,FG-AUTOSYS-079,FAC-US-01,500,500,2025-10-03,2025-10-14,COMPLETED,CRITICAL
WO-2025-000981,FG-AUTOSYS-028,FAC-APAC-01,500,318,2026-04-14,2026-04-28,IN_PROGRESS,HIGH
WO-2025-000982,FG-AUTOSYS-013,FAC-US-01,50,0,2026-04-20,2026-04-27,PLANNED,HIGH
WO-2025-000983,FG-AUTOSYS-078,FAC-EU-01,1000,1000,2025-06-14,2025-06-26,COMPLETED,CRITICAL
WO-2025-000984,FG-AUTOSYS-013,FAC-EU-01,100,100,2025-06-09,2025-06-22,COMPLETED,STANDARD
WO-2025-000985,FG-AUTOSYS-086,FAC-EU-01,500,500,2025-10-30,2025-11-10,COMPLETED,STANDARD
WO-2025-000986,FG-AUTOSYS-074,FAC-US-01,1000,1000,2025-10-09,2025-10-18,COMPLETED,CRITICAL
WO-2025-000987,FG-AUTOSYS-085,FAC-APAC-01,500,500,2025-05-25,2025-05-29,COMPLETED,HIGH
WO-2025-000988,FG-AUTOSYS-078,FAC-MX-01,500,500,2025-06-26,2025-07-09,COMPLETED,STANDARD
WO-2025-000989,FG-AUTOSYS-043,FAC-MX-01,500,500,2026-02-09,2026-02-15,COMPLETED,CRITICAL
WO-2025-000990,FG-AUTOSYS-007,FAC-EU-01,250,250,2026-02-03,2026-02-07,COMPLETED,CRITICAL
WO-2025-000991,FG-AUTOSYS-086,FAC-APAC-01,1000,1000,2025-04-23,2025-05-02,COMPLETED,CRITICAL
WO-2025-000992,FG-AUTOSYS-057,FAC-APAC-01,50,0,2026-04-27,2026-05-01,PLANNED,HIGH
WO-2025-000993,FG-AUTOSYS-027,FAC-APAC-01,500,500,2025-09-17,2025-09-28,COMPLETED,HIGH
WO-2025-000994,FG-AUTOSYS-064,FAC-US-01,50,50,2026-01-27,2026-02-10,COMPLETED,STANDARD
WO-2025-000995,FG-AUTOSYS-034,FAC-EU-01,100,100,2025-04-11,2025-04-18,COMPLETED,STANDARD
WO-2025-000996,FG-AUTOSYS-011,FAC-US-01,100,100,2025-09-20,2025-09-28,COMPLETED,HIGH
WO-2025-000997,FG-AUTOSYS-096,FAC-EU-01,1000,1000,2025-10-13,2025-10-27,COMPLETED,CRITICAL
WO-2025-000998,FG-AUTOSYS-059,FAC-US-01,500,500,2025-11-20,2025-11-28,COMPLETED,HIGH
WO-2025-000999,FG-AUTOSYS-051,FAC-US-01,250,250,2025-10-13,2025-10-24,COMPLETED,CRITICAL
WO-2025-001000,FG-AUTOSYS-093,FAC-US-01,500,500,2025-06-14,2025-06-26,COMPLETED,STANDARD
WO-2025-001001,FG-AUTOSYS-037,FAC-US-01,250,250,2025-10-28,2025-11-03,COMPLETED,CRITICAL
WO-2025-001002,FG-AUTOSYS-004,FAC-MX-01,100,100,2025-07-16,2025-07-20,COMPLETED,CRITICAL
WO-2025-001003,FG-AUTOSYS-090,FAC-APAC-01,100,100,2026-02-13,2026-02-22,COMPLETED,HIGH
WO-2025-001004,FG-AUTOSYS-019,FAC-MX-01,250,250,2026-02-28,2026-03-08,COMPLETED,HIGH
WO-2025-001005,FG-AUTOSYS-027,FAC-US-01,50,50,2025-11-23,2025-12-04,COMPLETED,STANDARD
WO-2025-001006,FG-AUTOSYS-062,FAC-EU-01,250,250,2025-12-27,2026-01-08,COMPLETED,HIGH
WO-2025-001007,FG-AUTOSYS-074,FAC-US-01,250,250,2026-03-08,2026-03-19,COMPLETED,STANDARD
WO-2025-001008,FG-AUTOSYS-059,FAC-MX-01,500,500,2026-03-28,2026-04-08,COMPLETED,CRITICAL
WO-2025-001009,FG-AUTOSYS-079,FAC-EU-01,100,100,2025-02-23,2025-03-08,COMPLETED,HIGH
WO-2025-001010,FG-AUTOSYS-065,FAC-US-01,500,500,2025-09-16,2025-09-24,COMPLETED,CRITICAL
WO-2025-001011,FG-AUTOSYS-001,FAC-MX-01,100,100,2025-11-02,2025-11-12,COMPLETED,CRITICAL
WO-2025-001012,FG-AUTOSYS-079,FAC-EU-01,100,100,2025-06-15,2025-06-28,COMPLETED,HIGH
WO-2025-001013,FG-AUTOSYS-073,FAC-EU-01,100,100,2026-02-24,2026-03-06,COMPLETED,HIGH
WO-2025-001014,FG-AUTOSYS-011,FAC-EU-01,500,500,2025-05-26,2025-05-29,COMPLETED,STANDARD
WO-2025-001015,FG-AUTOSYS-071,FAC-APAC-01,50,50,2025-11-02,2025-11-10,COMPLETED,CRITICAL
WO-2025-001016,FG-AUTOSYS-032,FAC-MX-01,100,100,2026-03-28,2026-04-10,COMPLETED,HIGH
WO-2025-001017,FG-AUTOSYS-052,FAC-MX-01,1000,0,2026-04-29,2026-05-07,PLANNED,HIGH
WO-2025-001018,FG-AUTOSYS-059,FAC-EU-01,250,250,2025-05-05,2025-05-17,COMPLETED,HIGH
WO-2025-001019,FG-AUTOSYS-058,FAC-US-01,1000,0,2026-05-18,2026-05-28,PLANNED,STANDARD
WO-2025-001020,FG-AUTOSYS-059,FAC-EU-01,500,500,2025-08-21,2025-08-27,COMPLETED,CRITICAL
WO-2025-001021,FG-AUTOSYS-079,FAC-EU-01,100,100,2025-11-23,2025-11-30,COMPLETED,STANDARD
WO-2025-001022,FG-AUTOSYS-024,FAC-MX-01,250,250,2025-07-30,2025-08-08,COMPLETED,CRITICAL
WO-2025-001023,FG-AUTOSYS-011,FAC-APAC-01,250,250,2025-01-17,2025-01-24,COMPLETED,STANDARD
WO-2025-001024,FG-AUTOSYS-086,FAC-MX-01,1000,1000,2025-11-03,2025-11-10,COMPLETED,CRITICAL
WO-2025-001025,FG-AUTOSYS-072,FAC-MX-01,250,250,2025-12-30,2026-01-12,COMPLETED,CRITICAL
WO-2025-001026,FG-AUTOSYS-078,FAC-EU-01,50,50,2026-03-28,2026-03-31,COMPLETED,HIGH
WO-2025-001027,FG-AUTOSYS-013,FAC-US-01,250,250,2025-07-14,2025-07-22,COMPLETED,CRITICAL
WO-2025-001028,FG-AUTOSYS-005,FAC-APAC-01,500,500,2025-09-15,2025-09-26,COMPLETED,STANDARD
WO-2025-001029,FG-AUTOSYS-035,FAC-MX-01,500,500,2025-03-27,2025-04-09,COMPLETED,STANDARD
WO-2025-001030,FG-AUTOSYS-023,FAC-MX-01,500,500,2025-07-11,2025-07-14,COMPLETED,CRITICAL
WO-2025-001031,FG-AUTOSYS-081,FAC-EU-01,250,250,2025-10-07,2025-10-16,COMPLETED,CRITICAL
WO-2025-001032,FG-AUTOSYS-020,FAC-MX-01,250,250,2025-09-15,2025-09-24,COMPLETED,STANDARD
WO-2025-001033,FG-AUTOSYS-017,FAC-APAC-01,1000,1000,2025-01-23,2025-01-30,COMPLETED,STANDARD
WO-2025-001034,FG-AUTOSYS-046,FAC-EU-01,500,0,2026-05-27,2026-06-05,PLANNED,HIGH
WO-2025-001035,FG-AUTOSYS-004,FAC-US-01,50,50,2025-03-06,2025-03-10,COMPLETED,CRITICAL
WO-2025-001036,FG-AUTOSYS-036,FAC-APAC-01,50,50,2026-02-17,2026-02-20,COMPLETED,STANDARD
WO-2025-001037,FG-AUTOSYS-015,FAC-US-01,500,0,2026-05-25,2026-06-02,PLANNED,STANDARD
WO-2025-001038,FG-AUTOSYS-088,FAC-US-01,250,250,2025-02-03,2025-02-13,COMPLETED,CRITICAL
WO-2025-001039,FG-AUTOSYS-080,FAC-MX-01,500,500,2025-03-25,2025-04-05,COMPLETED,HIGH
WO-2025-001040,FG-AUTOSYS-042,FAC-APAC-01,50,50,2025-09-18,2025-10-01,COMPLETED,STANDARD
WO-2025-001041,FG-AUTOSYS-050,FAC-APAC-01,1000,1000,2025-03-11,2025-03-17,COMPLETED,CRITICAL
WO-2025-001042,FG-AUTOSYS-016,FAC-EU-01,500,500,2025-06-28,2025-07-02,COMPLETED,STANDARD
WO-2025-001043,FG-AUTOSYS-072,FAC-MX-01,100,0,2026-05-15,2026-05-26,PLANNED,CRITICAL
WO-2025-001044,FG-AUTOSYS-066,FAC-US-01,50,50,2025-08-07,2025-08-13,COMPLETED,HIGH
WO-2025-001045,FG-AUTOSYS-037,FAC-US-01,1000,1000,2025-09-22,2025-10-05,COMPLETED,CRITICAL
WO-2025-001046,FG-AUTOSYS-030,FAC-US-01,100,100,2025-11-25,2025-12-01,COMPLETED,CRITICAL
WO-2025-001047,FG-AUTOSYS-056,FAC-US-01,100,0,2026-05-18,2026-05-31,PLANNED,CRITICAL
WO-2025-001048,FG-AUTOSYS-017,FAC-US-01,250,250,2025-09-05,2025-09-09,COMPLETED,CRITICAL
WO-2025-001049,FG-AUTOSYS-066,FAC-MX-01,500,500,2026-03-17,2026-03-30,COMPLETED,STANDARD
WO-2025-001050,FG-AUTOSYS-076,FAC-MX-01,50,50,2025-12-06,2025-12-19,COMPLETED,HIGH
WO-2025-001051,FG-AUTOSYS-043,FAC-MX-01,250,250,2025-06-01,2025-06-10,COMPLETED,HIGH
WO-2025-001052,FG-AUTOSYS-033,FAC-MX-01,100,0,2026-05-17,2026-05-28,PLANNED,CRITICAL
WO-2025-001053,FG-AUTOSYS-093,FAC-US-01,50,50,2025-12-11,2025-12-25,COMPLETED,HIGH
WO-2025-001054,FG-AUTOSYS-060,FAC-US-01,500,500,2025-08-22,2025-08-31,COMPLETED,HIGH
WO-2025-001055,FG-AUTOSYS-037,FAC-APAC-01,1000,1000,2026-01-22,2026-01-31,COMPLETED,CRITICAL
WO-2025-001056,FG-AUTOSYS-079,FAC-MX-01,500,500,2025-09-28,2025-10-01,COMPLETED,STANDARD
WO-2025-001057,FG-AUTOSYS-072,FAC-APAC-01,250,250,2026-03-25,2026-04-04,COMPLETED,STANDARD
WO-2025-001058,FG-AUTOSYS-044,FAC-APAC-01,100,100,2025-08-02,2025-08-12,COMPLETED,STANDARD
WO-2025-001059,FG-AUTOSYS-062,FAC-MX-01,1000,1000,2026-03-25,2026-04-01,COMPLETED,STANDARD
WO-2025-001060,FG-AUTOSYS-098,FAC-EU-01,1000,1000,2025-05-26,2025-06-08,COMPLETED,STANDARD
WO-2025-001061,FG-AUTOSYS-048,FAC-US-01,100,100,2026-02-03,2026-02-16,COMPLETED,HIGH
WO-2025-001062,FG-AUTOSYS-070,FAC-US-01,50,50,2025-07-12,2025-07-26,COMPLETED,STANDARD
WO-2025-001063,FG-AUTOSYS-006,FAC-EU-01,100,100,2026-03-20,2026-03-28,COMPLETED,HIGH
WO-2025-001064,FG-AUTOSYS-076,FAC-APAC-01,250,250,2025-03-31,2025-04-03,COMPLETED,CRITICAL
WO-2025-001065,FG-AUTOSYS-083,FAC-APAC-01,250,250,2026-03-26,2026-04-02,COMPLETED,CRITICAL
WO-2025-001066,FG-AUTOSYS-093,FAC-EU-01,50,50,2026-02-01,2026-02-05,COMPLETED,HIGH
WO-2025-001067,FG-AUTOSYS-081,FAC-APAC-01,1000,1000,2025-10-30,2025-11-10,COMPLETED,HIGH
WO-2025-001068,FG-AUTOSYS-003,FAC-APAC-01,100,100,2025-10-01,2025-10-05,COMPLETED,STANDARD
WO-2025-001069,FG-AUTOSYS-044,FAC-EU-01,250,250,2025-03-04,2025-03-18,COMPLETED,HIGH
WO-2025-001070,FG-AUTOSYS-057,FAC-US-01,50,50,2025-07-16,2025-07-22,COMPLETED,CRITICAL
WO-2025-001071,FG-AUTOSYS-058,FAC-EU-01,1000,1000,2025-12-02,2025-12-08,COMPLETED,HIGH
WO-2025-001072,FG-AUTOSYS-012,FAC-MX-01,100,100,2026-01-06,2026-01-18,COMPLETED,CRITICAL
WO-2025-001073,FG-AUTOSYS-099,FAC-MX-01,100,100,2026-03-06,2026-03-11,COMPLETED,CRITICAL
WO-2025-001074,FG-AUTOSYS-012,FAC-APAC-01,50,50,2025-07-09,2025-07-15,COMPLETED,HIGH
WO-2025-001075,FG-AUTOSYS-086,FAC-APAC-01,100,100,2025-05-02,2025-05-15,COMPLETED,STANDARD
WO-2025-001076,FG-AUTOSYS-039,FAC-US-01,100,100,2025-11-21,2025-11-30,COMPLETED,CRITICAL
WO-2025-001077,FG-AUTOSYS-055,FAC-US-01,100,100,2025-05-31,2025-06-10,COMPLETED,HIGH
WO-2025-001078,FG-AUTOSYS-074,FAC-EU-01,1000,1000,2025-03-30,2025-04-02,COMPLETED,HIGH
WO-2025-001079,FG-AUTOSYS-044,FAC-APAC-01,100,100,2025-08-30,2025-09-13,COMPLETED,STANDARD
WO-2025-001080,FG-AUTOSYS-091,FAC-EU-01,1000,1000,2025-10-16,2025-10-21,COMPLETED,HIGH
WO-2025-001081,FG-AUTOSYS-080,FAC-APAC-01,50,0,2026-04-21,2026-05-04,PLANNED,STANDARD
WO-2025-001082,FG-AUTOSYS-039,FAC-APAC-01,50,50,2025-05-23,2025-05-29,COMPLETED,HIGH
WO-2025-001083,FG-AUTOSYS-005,FAC-MX-01,250,250,2025-05-11,2025-05-21,COMPLETED,CRITICAL
WO-2025-001084,FG-AUTOSYS-008,FAC-EU-01,500,500,2025-08-12,2025-08-18,COMPLETED,STANDARD
WO-2025-001085,FG-AUTOSYS-087,FAC-MX-01,1000,1000,2025-06-17,2025-06-30,COMPLETED,HIGH
WO-2025-001086,FG-AUTOSYS-089,FAC-US-01,100,100,2025-12-04,2025-12-18,COMPLETED,CRITICAL
WO-2025-001087,FG-AUTOSYS-052,FAC-US-01,100,100,2025-07-14,2025-07-23,COMPLETED,STANDARD
WO-2025-001088,FG-AUTOSYS-019,FAC-EU-01,100,100,2025-06-22,2025-07-04,COMPLETED,HIGH
WO-2025-001089,FG-AUTOSYS-017,FAC-US-01,50,50,2025-08-17,2025-08-26,COMPLETED,STANDARD
WO-2025-001090,FG-AUTOSYS-022,FAC-EU-01,100,100,2026-01-11,2026-01-17,COMPLETED,STANDARD
WO-2025-001091,FG-AUTOSYS-072,FAC-APAC-01,500,500,2026-03-22,2026-04-01,COMPLETED,HIGH
WO-2025-001092,FG-AUTOSYS-030,FAC-US-01,1000,1000,2026-01-08,2026-01-14,COMPLETED,CRITICAL
WO-2025-001093,FG-AUTOSYS-088,FAC-APAC-01,250,250,2025-06-10,2025-06-20,COMPLETED,CRITICAL
WO-2025-001094,FG-AUTOSYS-014,FAC-MX-01,1000,1000,2025-11-23,2025-12-05,COMPLETED,CRITICAL
WO-2025-001095,FG-AUTOSYS-044,FAC-US-01,250,250,2025-04-12,2025-04-19,COMPLETED,HIGH
WO-2025-001096,FG-AUTOSYS-016,FAC-MX-01,50,50,2025-10-10,2025-10-13,COMPLETED,STANDARD
WO-2025-001097,FG-AUTOSYS-095,FAC-MX-01,250,250,2026-02-18,2026-02-25,COMPLETED,CRITICAL
WO-2025-001098,FG-AUTOSYS-082,FAC-EU-01,500,500,2025-02-02,2025-02-06,COMPLETED,CRITICAL
WO-2025-001099,FG-AUTOSYS-011,FAC-US-01,50,50,2025-03-03,2025-03-06,COMPLETED,HIGH
WO-2025-001100,FG-AUTOSYS-058,FAC-EU-01,1000,1000,2026-02-11,2026-02-24,COMPLETED,HIGH
WO-2025-001101,FG-AUTOSYS-092,FAC-MX-01,50,50,2025-05-04,2025-05-08,COMPLETED,HIGH
WO-2025-001102,FG-AUTOSYS-035,FAC-EU-01,500,500,2025-07-02,2025-07-12,COMPLETED,STANDARD
WO-2025-001103,FG-AUTOSYS-047,FAC-APAC-01,50,50,2025-12-25,2025-12-29,COMPLETED,HIGH
WO-2025-001104,FG-AUTOSYS-029,FAC-APAC-01,100,100,2025-03-03,2025-03-12,COMPLETED,HIGH
WO-2025-001105,FG-AUTOSYS-036,FAC-MX-01,1000,1000,2025-07-22,2025-07-28,COMPLETED,CRITICAL
WO-2025-001106,FG-AUTOSYS-058,FAC-EU-01,250,250,2025-06-19,2025-06-27,COMPLETED,CRITICAL
WO-2025-001107,FG-AUTOSYS-075,FAC-US-01,500,500,2025-05-17,2025-05-22,COMPLETED,CRITICAL
WO-2025-001108,FG-AUTOSYS-036,FAC-APAC-01,1000,0,2026-04-23,2026-05-01,PLANNED,CRITICAL
WO-2025-001109,FG-AUTOSYS-079,FAC-EU-01,250,175,2026-04-10,2026-04-18,IN_PROGRESS,STANDARD
WO-2025-001110,FG-AUTOSYS-076,FAC-EU-01,500,500,2025-06-21,2025-06-28,COMPLETED,HIGH
WO-2025-001111,FG-AUTOSYS-071,FAC-MX-01,500,500,2025-05-24,2025-05-31,COMPLETED,CRITICAL
WO-2025-001112,FG-AUTOSYS-067,FAC-APAC-01,1000,1000,2025-12-23,2026-01-01,COMPLETED,STANDARD
WO-2025-001113,FG-AUTOSYS-039,FAC-US-01,250,250,2026-01-27,2026-01-31,COMPLETED,STANDARD
WO-2025-001114,FG-AUTOSYS-028,FAC-APAC-01,500,500,2026-02-14,2026-02-23,COMPLETED,HIGH
WO-2025-001115,FG-AUTOSYS-050,FAC-APAC-01,50,50,2025-06-29,2025-07-09,COMPLETED,HIGH
